!!	deadend
!!!	Dance-punk
!!!_(album)	Album
!!Destroy-Oh-Boy!!	Garage_rock
!Action_Pact!	Punk_rock
!Arriba!_La_Pachanga	Album
!Hero	Rock_opera
!Hero_(album)	Album
!Kung_language	Dialect_continuum
!Oka_Tokat	ABS-CBN
!PAUS3	New_York_City
!T.O.O.H.!	Technical_death_metal
!Women_Art_Revolution	Documentary_film
!Wowow!	Artist_collective
!_(The_Dismemberment_Plan_album)	Album
!_(disambiguation)	Exclamation_mark
"...And_Ladies_of_the_Club"	Novel
138th_Illinois_Volunteer_Infantry_Regiment	Infantry
138th_Indiana_Infantry_Regiment	Union_Army
138th_Infantry_Regiment_(United_States)	Infantry
138th_New_York_State_Legislature	New_York_State_Senate
138th_Ohio_Infantry	Infantry
138th_Pennsylvania_Infantry	Infantry
138th_Rifle_Division_(Soviet_Union)	Red_Army
138th_Separate_Tank_Regiment	Cold_War
138th_Street	deadend
138th_Street_(IRT_Third_Avenue_Line)	IRT_Third_Avenue_Line
138th_Street–Grand_Concourse_(IRT_Jerome_Avenue_Line)	Metro_station
138th_meridian	deadend
138th_meridian_east	Prime_meridian
138th_meridian_west	Prime_meridian
139	Common_year_starting_on_Wednesday
1390	Common_year_starting_on_Saturday
1390_AM	Radio_broadcasting
1390_Abastumani	Asteroid
1390_Yellow_River_flood	Natural_disaster
1390_in_Ireland	deadend
1390s	deadend
1390s_in_England	deadend
1390s_in_art	deadend
1390s_in_poetry	deadend
1391	Common_year_starting_on_Sunday
1391_Carelia	Asteroid
1391_Yellow_River_flood	Natural_disaster
1392	Leap_year_starting_on_Monday
1392_Pierre	Asteroid_belt
1392_in_Ireland	deadend
1393	Common_year_starting_on_Wednesday
1393_Sofala	Asteroid_belt
1393_in_Ireland	deadend
1393_in_Japan	Japan
1393_in_Norway	1393
1394	Common_year_starting_on_Thursday
1394_Algoa	Asteroid
1394_in_Ireland	deadend
1395	Common_year_starting_on_Friday
1395_in_Ireland	deadend
1396	Leap_year_starting_on_Saturday
13963_Euphrates	Asteroid
1396_in_Ireland	deadend
1397	Common_year_starting_on_Monday
1397_Umtata	Asteroid_belt
1397_in_Ireland	deadend
1397_in_Norway	Norway
1398	Common_year_starting_on_Tuesday
1398_in_Ireland	deadend
1398_in_Japan	Japan
1399	Common_year_starting_on_Wednesday
1399_in_Ireland	deadend
139P/Väisälä–Oterma	List_of_periodic_comets
139_&_Lenox	Big_L
139_(number)	Natural_number
139_BC	Roman_calendar
139_Juewa	Asteroid_belt
139_Movement	List_of_political_parties_in_Italy
139_Tauri	Supergiant_star
139th	deadend
139th_(Northumberland)_Battalion,_CEF	Canadian_Expeditionary_Force
139th_(Sherwood_Foresters)_Brigade	Infantry
139th_Aero_Squadron	United_States_Army_Air_Service
139th_Airlift_Squadron	New_York_Air_National_Guard
139th_Airlift_Wing	Missouri_Air_National_Guard
139th_Delaware_General_Assembly	Delaware_Senate
139th_Division	deadend
139th_Division_(Imperial_Japanese_Army)	Infantry
139th_Georgia_General_Assembly	U.S._state
139th_Illinois_Volunteer_Infantry_Regiment	Infantry
139th_Indiana_Infantry_Regiment	Union_Army
139th_Infantry_Regiment_(United_States)	Infantry
139th_Intelligence_Squadron	Georgia_Air_National_Guard
139th_Medical_Brigade	807th_Medical_Command_(Deployment_Support)
139th_New_York_State_Legislature	New_York_State_Senate
139th_New_York_Volunteer_Infantry_Regiment	Infantry
139th_Ohio_Infantry	Infantry
139th_Pennsylvania_Infantry	Infantry
139th_Rifle_Division_(Soviet_Union)	Infantry
139th_meridian	deadend
139th_meridian_east	Prime_meridian
139th_meridian_west	Prime_meridian
13:_Fear_Is_Real	Horror_fiction
13AD_(band)	Hard_rock
13B	deadend
13CABS	Taxicab
13D	deadend
13D_Research	Schedule_13D
13Hrs	Isabella_Calthorpe
13N	Cacerolazo
13P	deadend
13P/Olbers	List_of_periodic_comets
13_&_God	United_States
13_&_God_(album)	13_&_God
13_(2010_film)	Lists_of_film_remakes
13_(Armstrong_novel)	Women_of_the_Otherworld
13_(BMT_rapid_transit_service)	Brooklyn–Manhattan_Transit_Corporation
13_(Black_Sabbath_album)	Heavy_metal_music
13_(Blur_album)	Alternative_rock
13_(Brian_Setzer_album)	Brian_Setzer
13_(Die_Ärzte_album)	Die_Ärzte
13_(EP)	United_States
13_(HLAH_album)	New_Zealand
13_(Havoc_album)	Album
13_(Marta_Savić_album)	Serbs_of_Bosnia_and_Herzegovina
13_(Norman_Westberg_album)	Swans_(band)
13_(Second_Coming_album)	Album
13_(Six_Feet_Under_album)	Death_metal
13_(Solace_album)	New_Jersey
13_(Suicidal_Tendencies_album)	Crossover_thrash
13_(The_Doors_album)	Compilation_album
13_(musical)	Jason_Robert_Brown
13_(number)	Natural_number
13_(play)	Mike_Bartlett_(playwright)
13_Above_the_Night	Industrial_music
13_Above_the_Night_(anthology)	Anthology
13_Alabama_Ghosts_and_Jeffrey	1969_in_literature
13_Amendments_proposed_by_Makarios_III	Cyprus
13_Andromedae	Star
13_April_1999_Albania–Yugoslav_border_incident	deadend
13_Assassins	deadend
13_Assassins_(1963_film)	Cinema_of_Japan
13_Assassins_(2010_film)	Jidaigeki
13_BC	Common_year_starting_on_Friday
13_Bankers	Simon_Johnson_(economist)
13_Beloved	Comedy_horror
13_Blues_for_Thirteen_Moons	Post-rock
13_Boötis	Variable_star
13_Cancri	Stellar_classification
13_Carat_Diamond_and_Other_Stories	Short_story
13_Chapters	Sweetbox
13_Colorful_Character	Morning_Musume
13_Comae_Berenices	Star
13_Daughters	Broadway_theatre
13_Days_to_Die	Italy
13_Dead_End_Drive	Milton_Bradley
13_Dead_Men	Mystikal
13_December_2013_Iraq_attacks	deadend
13_Demon_Street	Horror_fiction
13_Dita	Pianist
13_Eerie	Horror_film
13_Egeria	Asteroid_belt
13_Engines	Canadians
13_Faces_of_Death	Death_metal
13_Field_Squadron,_Royal_Australian_Engineers	Australian_Army_Reserve
13_Fighting_Men	Drama_(film_and_television)
13_Flames_Empire	List_of_comics_publishing_companies
13_Flavours_of_Doom	Canada
13_Frightened_Girls	Pathécolor
13_Ghosts	Horror_film
13_Going_on_30	Romantic_comedy_film
13_Going_on_30_(soundtrack)	Soundtrack
13_Great_Stories_of_Science_Fiction	Anthology
13_Gården	Sweden
13_Hedgehogs_(MxBx_Singles_1994–1999)	Melt-Banana
13_Hours:_The_Secret_Soldiers_of_Benghazi	Biographical_film
13_Hours_(book)	Mitchell_Zuckoff
13_Hours_by_Air	Drama_(film_and_television)
13_Hours_in_Islamabad	Homeland_(TV_series)
13_JG_52	Jagdgeschwader_52
13_Japanese_Birds	Merzbow
13_June_2012_Iraq_attacks	Iraq
13_Kensington_Palace_Gardens	London
13_Kiddie_Favorites	Punk_rock
13_Kohanic_cities	Book_of_Joshua
13_Lakes	James_Benning_(film_director)
13_Lead_Soldiers	Tom_Conway
13_Letters	Christian_hip_hop
13_Little_Blue_Envelopes	Young_adult_fiction
13_May_1945_German_deserter_execution	Capitulation_(surrender)
13_May_Incident	Malaysian_Chinese
13_Men_and_a_Gun	War_film
13_Minutes	Drama_(film_and_television)
13_Monocerotis	Star
13_Moons	Alexandre_Rockwell
13_Most_Beautiful:_Songs_for_Andy_Warhol's_Screen_Tests	Dean_&_Britta
13_Nights_of_Halloween	Freeform_(TV_channel)
13_Other_Dimensions	The_Giraffes_(Seattle_band)
13_Queens_Boulevard	Sitcom
13_Reasons_Why	Drama_(film_and_television)
13_Reloaded_(album)	Album
13_Rue_Madeleine	World_War_II
13_Rue_de_l'Amour	deadend
13_Sagittae	Star
13_Scorpii	Bayer_designation
13_Seconds_to_Love	Philippines
13_Semester	Academic_term
13_Sentinels:_Aegis_Rim	2D_computer_graphics
13_September_2008_Delhi_bombings	Explosion
13_Septembrie	Bucharest
13_Signal_Squadron	deadend
13_Sins	Comedy_horror
13_Songs_(Fugazi_album)	Post-hardcore
13_Squadron	deadend
13_Stitches	NOFX
13_Stories	Atlanta
13_Stories_(A_Prelude)	Alternative_hip_hop
13_Streets	Ma_Tau_Kok
13_Things_That_Don't_Make_Sense	Michael_Brooks_(science_writer)
13_Treasures	Juvenile_fantasy
13_Trianguli	Flamsteed_designation
13_Tzameti	Thriller_film
13_Unlucky_Numbers	Album
13_Vendémiaire	Napoleon
13_Violets	Mother_Superior_(band)
13_Voices	Rock_music
13_Vulpeculae	Star
13_Ways_to_Bleed_on_Stage	Album
13_West_Street	Rod_Steiger
13_Years	Black_metal
13_Years_(Best_Of)	New_Zealand
13_anys_i_un_dia	Catalonia
13_at_a_Table	Cinema_of_Italy
13_chansons_décadentes_et_fantasmagoriques	Brigitte_Fontaine
13_heures	France_2
13_jours_en_France	1968_Winter_Olympics
13_lat_13_minut	Polish_language
13_mm_caliber	Firearm
13_posterunek	Poland
13_steps	Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons
13_stories_and_13_epitaphs	William_T._Vollmann
13_x_13	Catalonia
13cm	Japan
13eaver_(album)	Stoner_rock
13i	Canal_13_(Chile)
13kai_wa_Gekkou	Rock_music
13q_deletion_syndrome	Chromosome_13_(human)
13th/18th_Royal_Hussars	Cavalry_regiments_of_the_British_Army
13th_"Shavnabada"_Light_Infantry_Battalion	Georgia_(country)
13th_(Lancashire)_Parachute_Battalion	Airborne_forces
13th_(Western)_Division	Kitchener's_Army
13th_(film)	Ava_DuVernay
13th_ALMA_Awards	ALMA_Award
13th_AVN_Awards	AVN_(magazine)
13th_Academy_Awards	PricewaterhouseCoopers
13th_Aero_Squadron	United_States_Army_Air_Service
13th_Age	D20_System
13th_Air_Defense_Division	deadend
13th_Air_Expeditionary_Group	Air_Mobility_Command
13th_Air_Support_Operations_Squadron	United_States_Air_Force
13th_Air_Transport_Squadron	United_States_Air_Force
13th_Airborne_Division	deadend
13th_Airborne_Division_(United_States)	Airborne_forces
13th_Airborne_Division_Artillery	Field_Artillery_Branch_(United_States)
13th_Airlift_Squadron_(Polish_Air_Force)	Kraków
13th_Airmobile_Battalion_(Ukraine)	Ukrainian_Ground_Forces
13th_Alberta_Legislature	deadend
13th_Anniversary_Show	deadend
13th_Annual_Grammy_Awards	American_Broadcasting_Company
13th_Annual_Honda_Civic_Tours	Honda_Civic_Tour
13th_Annual_Latin_Grammy_Awards	Latin_Grammy_Award
13th_Arizona_State_Legislature	Arizona_Senate
13th_Arizona_Territorial_Legislature	Arizona_Territorial_Legislature
13th_Arkansas_Infantry_Regiment	Confederate_States_Army
13th_Armored_Division_(United_States)	Division_(military)
13th_Army_(Russian_Empire)	World_War_I
13th_Army_(Soviet_Union)	Field_army
13th_Army_Band_(United_States)	National_Guard_of_the_United_States
13th_Army_Corps_(Russian_Empire)	Imperial_Russian_Army
13th_Army_Division	Division_(military)
13th_Asianet_Film_Awards	Asianet_Film_Awards
13th_August_(instrumental)	Instrumental
13th_Auto_Expo_2016	Auto_Expo
13th_Avenue	New_York_City
13th_Avenue_(BMT_Culver_Line)	New_York_City_Subway
13th_Avenue_station	Regional_Transportation_District
13th_Aviation_Regiment_(United_States)	United_States_Army
13th_Bangladesh_National_Film_Awards	Dhaka
13th_Battalion	deadend
13th_Battalion_(Australia)	Infantry
13th_Battalion_(Royal_Highlanders_of_Canada),_CEF	Canadian_Expeditionary_Force
13th_Belarusian_Supreme_Council	Alexander_Lukashenko
13th_Belozersk_Infantry_Regiment	Infantry
13th_Berlin_International_Film_Festival	Berlin_International_Film_Festival
13th_Bomb_Squadron	United_States_Air_Force
13th_Boy	Yen_Press
13th_Brigade	deadend
13th_Brigade_(Australia)	Australian_Army_Reserve
13th_Brigade_(Japan)	Brigade
13th_British_Academy_Film_Awards	British_Academy_of_Film_and_Television_Arts
13th_British_Academy_Games_Awards	British_Academy_of_Film_and_Television_Arts
13th_Canadian_Ministry	Cabinet_of_Canada
13th_Canadian_Parliament	Canadian_federal_election,_1917
13th_Carnatic_Battalion	deadend
13th_Cavalry_Brigade	deadend
13th_Cavalry_Brigade_(British_Indian_Army)	Yeomanry
13th_Cavalry_Division_(Russian_Empire)	Cavalry
13th_Cavalry_Regiment	United_States_Army
13th_Central_Committee	deadend
13th_Central_Committee_of_the_Communist_Party_of_China	13th_Politburo_of_the_Communist_Party_of_China
13th_Chess_Olympiad	Chess_Olympiad
13th_Child	Direct-to-video
13th_Coast_Artillery_(United_States)	Coastal_artillery
13th_Coast_Regiment_Royal_Regiment_of_New_Zealand_Artillery	Coastal_artillery
13th_Combat_Sustainment_Support_Battalion_(United_States)	Fort_Benning
13th_Congress_of_the_Philippines	Philippines
13th_Congress_of_the_Russian_Communist_Party_(Bolsheviks)	Moscow
13th_Connecticut_Infantry_Regiment	Infantry
13th_Continental_Regiment	List_of_militia_units_of_Massachusetts
13th_Cook_Islands_Parliament	Parliament_of_the_Cook_Islands
13th_Critics'_Choice_Awards	Critics'_Choice_Movie_Awards
13th_César_Awards	César_Award
13th_Dalai_Lama	Dalai_Lama
13th_Daytime_Emmy_Awards	deadend
13th_Delaware_General_Assembly	Delaware_Senate
13th_Demi-Brigade_of_Foreign_Legion	Free_France
13th_Division	deadend
13th_Division_(German_Empire)	Prussia
13th_Division_(Imperial_Japanese_Army)	Division_(military)
13th_Division_(North_Korea)	Korean_People's_Army
13th_Division_(People's_Republic_of_China)	Ili_National_Army
13th_Division_(Syrian_rebel_group)	Syrian_National_Council
13th_Division_(United_States)	United_States_Army
13th_Dragoons	deadend
13th_ECO_Summit	Economic_Cooperation_Organization
13th_Empire_Awards	List_of_film_periodicals
13th_European_Film_Awards	Paris
13th_FAI_World_Rally_Flying_Championship	Fédération_Aéronautique_Internationale
13th_Field_Artillery_Regiment	Field_artillery
13th_Field_Battery,_Royal_Australian_Artillery	New_South_Wales
13th_Field_Regiment_(Australia)	Australian_Army
13th_Fighter-Interceptor_Squadron	United_States_Air_Force
13th_Fighter_Squadron	United_States_Air_Force
13th_Fighter_Squadron_(disambiguation)	13th_Fighter_Squadron
13th_Filmfare_Awards	Vijay_Bhatt
13th_Floor_Records	Independent_record_label
13th_Flying_Broom_International_Women's_Film_Festival	Film_festival
13th_Frontier_Force_Rifles	British_Indian_Army
13th_G-15_summit	Havana
13th_G7_summit	Venice
13th_GMA_Dove_Awards	GMA_Dove_Award
13th_Gemini_Awards	Gemini_Awards
13th_General_Assembly_of_Newfoundland	Newfoundland_general_election,_1878
13th_General_Assembly_of_Nova_Scotia	Nova_Scotia
13th_General_Assembly_of_Prince_Edward_Island	Prince_Edward_Island
13th_Genie_Awards	Canada
13th_Golden_Globe_Awards	deadend
13th_Golden_Melody_Awards	Golden_Melody_Awards
13th_Golden_Raspberry_Awards	Golden_Raspberry_Awards
13th_Goya_Awards	Madrid
13th_Grey_Cup	Grey_Cup
13th_Group	deadend
13th_Group_Army	50th_Army_(People's_Republic_of_China)
13th_Guards_Airborne_Division	Russian_Airborne_Troops
13th_Guards_Army_Corps	Corps
13th_Guards_Rifle_Division	Soviet_Union
13th_Guldbagge_Awards	Swedish_Film_Institute
13th_Helpmann_Awards	Sydney_Opera_House
13th_Hong_Kong_Film_Awards	1993_in_film
13th_House	Jazz
13th_Huading_Awards	Huading_Awards
13th_Hussars	Cavalry_regiments_of_the_British_Army
13th_IIFA_Awards	List_of_Bollywood_films_of_2011
13th_Illinois_Volunteer_Infantry_Regiment	Infantry
13th_Independent_Battery_Indiana_Light_Artillery	Artillery
13th_Independent_Battery_Michigan_Light_Artillery	Artillery_battery
13th_Independent_Battery_Wisconsin_Light_Artillery	Artillery_battery
13th_Independent_Spirit_Awards	Independent_film
13th_Indian_Cavalry_Brigade	Cavalry
13th_Indian_Infantry_Brigade	Indian_Army_during_World_War_II
13th_Indiana_Infantry_Regiment	Infantry
13th_Infantry_Brigade_(Hungary)	Military_organization
13th_Infantry_Brigade_(United_Kingdom)	Regular_army
13th_Infantry_Division_(Poland)	Polish_Land_Forces
13th_Infantry_Division_(Russian_Empire)	Infantry
13th_Infantry_Division_Re	Infantry
13th_Infantry_Regiment_(Imperial_Japanese_Army)	Regiment
13th_Infantry_Regiment_(United_States)	United_States_Army
13th_Intelligence_Squadron	Beale_Air_Force_Base
13th_International_Emmy_Awards	New_York_City
13th_Iowa_Volunteer_Infantry_Regiment	Infantry
13th_Irish_Film_&_Television_Awards	IFTA_Film_&_Drama_Awards
13th_Japan_Film_Professional_Awards	Japanese_Professional_Movie_Awards
13th_Japan_Record_Awards	Imperial_Theatre_(Japan)
13th_Kansas_Militia_Infantry_Regiment	Infantry
13th_Kisei	Kisei
13th_Kral_TV_Video_Music_Awards	Kral_TV
13th_Lambda_Literary_Awards	Lambda_Literary_Award
13th_Lancers	Pakistan_Army
13th_Landwehr_Division_(German_Empire)	German_Empire
13th_Legislative_District_(New_Jersey)	New_Jersey
13th_Legislature_(France)	French_legislative_election,_2007
13th_Light_Bomber_Squadron	World_War_II
13th_Light_Brigade_(Netherlands)	deadend
13th_Light_Horse_Regiment_(Australia)	Mounted_infantry
13th_Lok_Sabha	Lok_Sabha
13th_Lumières_Awards	Lumières_Award
13th_Lux_Style_Awards	deadend
13th_MMC_–_Pazardzhik	Electoral_district
13th_Madras_Native_Infantry	deadend
13th_Maine_Volunteer_Infantry_Regiment	Infantry
13th_Manitoba_Legislature	Manitoba_general_election,_1910
13th_Marine_Expeditionary_Unit	Marine_expeditionary_unit
13th_Marine_Regiment_(United_States)	United_States_Marine_Corps
13th_Massachusetts_Regiment	Battle_of_Bunker_Hill
13th_Mechanized_Corps_(Soviet_Union)	Red_Army
13th_Michigan_Volunteer_Infantry_Regiment	Infantry
13th_Moscow_International_Film_Festival	Moscow_International_Film_Festival
13th_Motor_Rifle_Division_NKVD	Division_(military)
13th_Mounted_Rifles	Light_cavalry
13th_National_Congress_of_Kuomintang	Kuomintang
13th_National_Congress_of_the_Communist_Party_of_China	Communist_Party_of_China
13th_National_Film_Awards	National_Film_Awards
13th_National_Geographic_Bee	National_Geographic_Bee
13th_National_Hockey_League_All-Star_Game	National_Hockey_League
13th_National_People's_Congress	National_People's_Congress
13th_National_Television_Awards	National_Television_Awards
13th_New_Brunswick_Legislature	New_Brunswick
13th_New_Brunswick_general_election	deadend
13th_New_Hampshire_Volunteer_Infantry	Infantry
13th_New_Jersey_Volunteer_Infantry	Union_Army
13th_New_York_State_Legislature	New_York_State_Senate
13th_New_York_Volunteer_Infantry	Infantry
13th_New_Zealand_Parliament	New_Zealand_Parliament
13th_Niuean_Assembly	Niue_Assembly
13th_Northwest_Territories_Legislative_Assembly	Nunavut
13th_Nova_Scotia_general_election	deadend
13th_OTO_Awards	OTO_Awards
13th_Ohio_Battery	Artillery
13th_Ohio_Cavalry	Cavalry
13th_Ohio_Infantry	Infantry
13th_Oklahoma_Legislature	Oklahoma_Legislature
13th_Olympic_Congress	List_of_IOC_meetings
13th_Open_Russian_Festival_of_Animated_Film	Open_Russian_Festival_of_Animated_Film
13th_Orgburo_of_the_All-Union_Communist_Party_(Bolsheviks)	13th_Congress_of_the_Russian_Communist_Party_(Bolsheviks)
13th_Panzer_Division_(Wehrmacht)	German_Army_(Wehrmacht)
13th_Panzergrenadier_Division_(Bundeswehr)	German_Army
13th_Parachute_Dragoon_Regiment	Special_reconnaissance
13th_Parliament_of_British_Columbia	British_Columbia_general_election,_1912
13th_Parliament_of_Lower_Canada	Legislative_Assembly_of_Lower_Canada
13th_Parliament_of_Northern_Cyprus	Member_of_parliament
13th_Parliament_of_Ontario	Ontario_general_election,_1914
13th_Parliament_of_Singapore	Parliament_of_Singapore
13th_Parliament_of_Sri_Lanka	Parliament_of_Sri_Lanka
13th_Parliament_of_Turkey	Justice_Party_(Turkey)
13th_Parliament_of_Upper_Canada	State_Opening_of_Parliament
13th_Pennsylvania_Cavalry	Cavalry
13th_Pennsylvania_Regiment	Continental_Army
13th_Pennsylvania_Reserve_Regiment	Infantry
13th_People's_Choice_Awards	People's_Choice_Awards
13th_Planet_Records	Record_label
13th_Politburo_of_the_All-Union_Communist_Party_(Bolsheviks)	Politburo
13th_Politburo_of_the_Communist_Party_of_China	Communist_Party_of_China
13th_Primetime_Emmy_Awards	Dick_Powell
13th_Psychological_Operations_Battalion	deadend
13th_Quebec_Legislature	Quebec
13th_Rajputs_(The_Shekhawati_Regiment)	Bengal_Army
13th_Reconnaissance_Squadron	926th_Wing
13th_Reconnaissance_Squadron_(disambiguation)	13th_Reconnaissance_Squadron
13th_Regiment	deadend
13th_Regiment_Illinois_Volunteer_Cavalry	Cavalry
13th_Regiment_Kansas_Volunteer_Infantry	Infantry
13th_Regiment_Kentucky_Volunteer_Cavalry	Cavalry
13th_Regiment_Kentucky_Volunteer_Infantry	Infantry
13th_Regiment_Maryland_Volunteer_Infantry	Westminster,_Maryland
13th_Regiment_Massachusetts_Volunteer_Infantry	Infantry
13th_Regiment_Tennessee_Volunteer_Cavalry	Cavalry
13th_Regiment_of_Wilno_Uhlans	Polish_Armed_Forces
13th_Republican_People's_Party_Extraordinary_Convention	Republican_People's_Party_(Turkey)
13th_Reserve_Division_(German_Empire)	German_Empire
13th_Rifle_Corps	Red_Army
13th_Rifle_Division	Military_organization
13th_Robert_Awards	Robert_Awards
13th_SS-Standarte	Allgemeine_SS
13th_Saskatchewan_Legislature	Saskatchewan_general_election,_1956
13th_Satellite_Awards	Satellite_Awards
13th_Saturn_Awards	Saturn_Award
13th_School_Group	United_States_Army_Air_Corps
13th_Screen_Actors_Guild_Awards	Screen_Actors_Guild_Award
13th_Scripps_National_Spelling_Bee	Washington,_D.C.
13th_Secretariat_of_the_All-Union_Communist_Party_(Bolsheviks)	Central_Committee_elected_by_the_13th_Congress_of_the_All-Union_Communist_Party_(Bolsheviks)
13th_Separate_Airborne_Brigade	Russian_Airborne_Troops
13th_Soviet_Antarctic_Expedition	Soviet_Antarctic_Expedition
13th_Special_Operations_Command	Hellenic_Army
13th_Star	Fish_(singer)
13th_Strategic_Missile_Division	United_States_Air_Force
13th_Street_(Australia)	Australia
13th_Street_(DC_Streetcar_station)	Tram
13th_Street_(Omaha)	Omaha,_Nebraska
13th_Street_(Sacramento_RT)	Side_platform
13th_Street_(Tri-Rail)	Tri-Rail
13th_Street_(disambiguation)	13th_Street_Universal
13th_Street_Universal	Television_channel
13th_Street_Universal_(Benelux)	Television_channel
13th_Street_station_(SEPTA)	SEPTA
